[header]
width=32
height=32
tilewidth=64
tileheight=64
orientation=orthogonal

[characters]
character=Light,hero01_level01,20,23,Braves
character=Light,hero02_level01,19,24,Erson
character=Light,hero03_level01,20,25,Dolor
character=Light,dog01,27,19,Dog
character=Dark,soldier1,15,21
character=Dark,soldier1,16,27
character=Dark,soldier1,12,21
character=Dark,officer1,14,24,Officer
character=Dark,soldier1,23,19
character=Dark,archer1,13,27
character=Tutor,civil05,13,23,c5

[tilesets]
tileset=../tiles/tsSurfaces.png,64,64,0,0
tileset=../tiles/vx_map02/015-ForestTown01.png,64,64,0,0

[layer]
type=layerSet
data=
2,2,2,2,2,2,2,2,2,1,1,1,7,7,7,7,7,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,1,1,1,7,7,7,7,7,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,
7,7,7,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
7,7,7,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,
7,7,7,7,7,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,7,7,7,7,7,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,7,7,7,7,7,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,7,7,7,7,7,7,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1

[layer]
type=layerObjects
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,36,36,36,36,36,36,36,36,36,36,36,
0,0,0,0,155,156,157,50,0,42,0,0,0,0,0,0,0,0,0,43,0,161,235,236,237,238,161,161,161,161,161,161,
0,0,0,155,163,252,165,166,0,0,0,75,0,0,0,0,0,0,0,43,0,169,243,244,245,246,169,169,169,169,169,169,
0,42,162,163,171,260,173,174,166,0,0,0,0,58,0,0,50,0,0,43,0,177,251,252,253,254,267,177,177,177,267,177,
0,0,170,171,179,180,181,173,174,0,102,103,104,105,0,0,0,0,0,72,0,258,259,260,261,262,275,185,185,185,275,185,
0,0,178,179,187,264,189,181,182,0,110,111,112,113,0,0,0,0,0,80,0,266,179,180,181,270,193,193,193,193,193,193,
50,0,186,187,271,272,273,189,190,0,118,119,120,121,0,0,0,0,0,0,0,274,187,188,189,278,200,200,200,200,200,200,
0,0,194,195,279,280,281,197,198,0,126,127,128,129,0,0,0,0,0,0,0,194,195,196,197,198,208,208,208,208,208,208,
0,0,202,203,204,204,204,205,206,0,134,135,136,137,0,0,0,0,0,64,0,202,203,204,205,216,216,216,216,216,216,216,
0,0,210,211,212,212,212,213,214,0,0,0,0,70,0,0,0,0,50,43,0,210,211,212,213,224,224,224,224,224,224,224,
0,0,218,219,220,220,220,220,222,123,124,125,0,0,0,102,103,104,105,43,0,218,219,220,220,222,89,0,0,0,0,0,
0,0,226,227,228,228,228,228,230,131,132,133,0,0,0,110,111,112,113,43,0,226,227,228,228,230,97,0,86,87,70,0,
0,0,50,0,0,0,93,0,0,0,0,0,0,0,0,118,119,120,121,43,0,0,0,0,0,0,0,0,94,96,0,0,
0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,126,127,128,129,51,52,52,52,52,52,30,0,0,0,88,0,0,
0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,134,135,136,137,59,60,60,60,60,60,38,0,0,0,50,0,0,
0,0,0,0,0,0,0,0,0,0,0,161,161,161,161,161,161,161,161,0,0,0,0,50,0,43,0,0,0,0,0,0,
0,102,0,27,28,28,28,28,28,63,28,169,169,169,169,169,169,169,169,29,0,0,0,0,0,51,52,52,52,52,52,52,
0,0,0,35,36,36,36,36,36,71,36,177,177,267,177,177,267,177,177,37,0,0,42,0,0,59,60,60,60,60,60,60,
0,0,0,43,0,99,100,100,100,101,0,185,185,275,185,185,275,185,185,45,0,0,0,0,0,0,0,0,58,0,0,0,
0,0,0,43,0,99,100,100,100,101,0,193,193,193,193,193,193,193,193,45,0,0,0,0,70,155,156,157,0,0,0,0,
86,87,0,43,0,99,100,100,100,101,0,199,200,200,200,200,200,200,201,45,0,0,0,0,162,163,164,165,166,0,0,0,
94,95,0,43,0,0,0,0,0,0,0,207,208,208,208,208,208,208,209,45,0,50,0,0,170,171,172,173,174,0,0,0,
0,0,85,43,0,0,102,103,104,105,70,215,216,216,216,216,216,216,217,45,0,0,0,0,178,179,180,181,182,0,0,0,
0,0,0,43,0,58,110,111,112,113,0,223,224,224,224,224,224,224,225,73,0,0,0,0,186,187,188,189,190,0,0,0,
0,0,0,43,0,0,118,119,120,121,0,0,0,0,0,0,0,0,0,81,102,103,104,105,194,195,196,197,198,0,0,0,
0,0,70,43,0,0,126,127,128,129,0,0,0,0,0,0,0,42,0,0,110,111,112,113,202,203,204,205,206,0,0,42,
0,0,0,43,0,76,134,135,136,137,0,0,0,0,0,0,0,0,0,65,118,119,120,121,210,211,212,213,214,0,0,0,
0,0,0,43,0,0,0,0,0,0,0,83,84,0,0,0,0,0,0,45,126,127,128,129,218,219,220,221,222,0,0,0,
0,0,0,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,44,135,136,137,226,227,228,229,230,0,58,0,
0,58,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,
0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

[layer]
type=layerObjects2
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,183,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,191,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,143,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,151,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,206,139,0,139,0,139,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,
0,0,0,0,139,0,147,0,0,108,108,109,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,116,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

