[header]
width=24
height=24
tilewidth=64
tileheight=64
orientation=orthogonal

[tilesets]
tileset=../tiles/tsSurfaces.png,64,64,0,0
tileset=../tiles/vx_map02/001_Grassland01.png,64,64,0,0

[characters]
character=Light,testPerson,7,9
character=Dark,wolf01,9,11

[layer]
type=layerSet
data=
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,3,3,3,3,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,
1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,
1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,
1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,
1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,
1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,3,3,3,
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,
1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7

[layer]
type=layerObjects
data=
66,67,68,69,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,
74,75,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,83,84,85,70,71,72,73,0,0,0,0,0,0,0,0,0,41,0,66,67,68,69,0,
90,91,92,93,78,79,80,81,0,0,0,0,0,0,0,0,0,0,0,74,75,76,77,0,
98,99,100,101,86,87,88,89,0,0,0,0,0,0,0,0,0,0,0,82,83,84,85,0,
0,0,28,0,94,95,96,97,0,0,0,0,0,0,0,0,0,0,0,90,91,92,93,0,
0,0,0,0,102,103,104,105,0,0,0,0,0,0,0,0,41,0,0,98,99,100,101,0,
0,0,0,0,28,66,67,68,69,0,30,0,0,0,66,67,68,69,0,0,0,0,0,0,
0,0,0,0,0,74,75,76,77,0,0,0,0,29,74,75,76,77,0,0,0,0,0,0,
0,0,0,0,0,82,83,84,85,0,0,0,0,0,82,83,84,85,0,0,0,0,0,0,
0,0,0,0,0,90,91,92,93,29,0,0,0,0,90,91,92,93,0,0,0,0,0,0,
0,0,0,0,0,98,99,100,101,0,0,0,0,0,98,99,100,101,36,0,0,0,0,0,
0,0,0,66,67,68,69,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,
0,0,29,74,75,76,77,0,55,57,0,0,0,0,0,0,0,39,0,29,0,36,0,0,
0,0,0,82,83,84,85,0,0,31,0,66,67,68,69,33,0,0,0,0,0,0,0,0,
0,38,0,90,91,92,93,0,0,0,0,74,75,76,77,0,0,0,0,0,0,0,0,0,
0,0,0,98,99,100,101,0,0,0,0,82,83,84,85,0,0,37,0,0,30,0,0,0,
0,39,0,0,0,49,0,0,0,40,0,90,91,92,93,66,67,68,69,0,0,0,47,0,
0,0,0,28,0,0,0,0,0,0,0,98,99,100,101,74,75,76,77,0,0,0,0,0,
0,66,67,68,69,0,0,0,0,0,0,0,0,0,0,82,83,84,85,0,0,0,0,0,
0,74,75,76,77,0,0,0,37,0,29,0,0,0,0,90,91,92,93,37,0,30,0,0,
0,82,83,84,85,0,0,0,0,0,0,0,0,32,0,98,99,100,101,0,0,0,0,0,
0,90,91,92,93,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,
0,98,99,100,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

